STATE_ID, NODE_ID, TIME_TO_RESOURCE_SECONDS, RESOURCE_DURATION_SECONDS, RESOURCE_LENGTH_METERS
4435,54,5068.18,2060.257,4000.0
4435,55,5068.18,2211.995,4000.0
4435,56,5068.18,2393.865,4900.0
4435,57,5068.18,2479.804,4000.0
4435,58,5068.18,2553.125,4000.0
4435,59,5068.18,2663.934,5800.0
4435,60,5068.18,2750.857,4000.0
4435,61,5068.18,2853.127,4200.0
4435,62,5068.18,2963.371,4000.0
4435,63,5068.18,3088.865,4000.0
4435,64,5068.18,3233.718,4000.0
4435,65,5068.18,3403.12,4000.0
4435,66,5068.18,3492.038,2900.0
4436,0,5834.702,4529.514,4000.0
4436,1,5834.702,4832.672,4000.0
4436,2,5834.702,5150.0,4000.0
4436,3,5834.702,5573.529,5000.0
4436,4,5834.702,5912.353,4000.0
4436,5,5834.702,6293.945,4000.0
4436,6,5834.702,6841.145,5700.0
4436,7,5834.702,7276.437,4000.0
4436,8,5834.702,7630.899,3200.0
4436,9,5834.702,8105.712,4000.0
4436,10,5834.702,8629.349,4000.0
4436,11,5834.702,9197.487,4000.0
4436,12,5834.702,9837.487,4000.0
4436,13,5834.702,10080.525,4100.0
4436,14,5834.702,2478.169,5100.0
4436,15,5606.618,2562.951,5400.0
4436,16,5606.618,2813.386,4000.0
4436,17,5606.618,3063.821,4000.0
4436,18,5606.618,3314.256,4000.0
4436,19,5606.618,3587.854,4000.0
4436,20,5606.618,3944.426,5200.0
4436,21,5606.618,4226.356,4000.0
4436,22,5606.618,4529.514,4000.0
4436,23,5606.618,4832.672,4000.0
4436,24,5606.618,5150.0,4000.0
4436,25,5606.618,5573.529,5000.0
4436,26,5606.618,5912.353,4000.0
4436,27,5606.618,6293.945,4000.0
4436,28,5606.618,6841.145,5700.0
4436,29,5606.618,7276.437,4000.0
4436,30,5606.618,7630.899,3200.0
4436,31,5606.618,8105.712,4000.0
4436,32,5606.618,8629.349,4000.0
4436,33,5606.618,9197.487,4000.0
4436,34,5606.618,9837.487,4000.0
4436,35,5606.618,10080.525,4100.0
4436,36,5834.702,1598.288,4000.0
4436,37,5834.702,1713.748,5200.0
4436,38,5834.702,1814.948,4000.0
4436,39,5834.702,1929.443,4000.0
4436,40,5834.702,2060.257,4000.0
4436,41,5834.702,2211.995,4000.0
4436,42,5834.702,2393.865,4900.0
4436,43,5834.702,2479.804,4000.0
4436,44,5834.702,2553.125,4000.0
4436,45,5834.702,2663.934,5800.0
4436,46,5834.702,2750.857,4000.0
4436,47,5834.702,2853.127,4200.0
4436,48,5834.702,2963.371,4000.0
4436,49,5834.702,3088.865,4000.0
4436,50,5834.702,3233.718,4000.0
4436,51,5834.702,3403.12,4000.0
4436,52,5834.702,3492.038,2900.0
4436,53,5834.702,236.421,2800.0
4436,54,5834.702,318.064,4000.0
4436,55,5834.702,391.996,4000.0
4436,56,5834.702,467.998,4000.0
4436,57,5834.702,552.12,4000.0
4436,58,5834.702,638.547,3700.0
4436,59,5834.702,743.058,4000.0
4436,60,5834.702,900.44,5200.0
4436,61,5834.702,1042.578,4000.0
4436,62,5834.702,1289.469,6500.0
4436,63,5834.702,1376.011,4000.0
4436,64,5834.702,1448.692,4000.0
4436,65,5834.702,1519.803,4000.0
4436,66,5834.702,1598.288,4000.0
4436,67,5834.702,1713.748,5200.0
4436,68,5834.702,1814.948,4000.0
4436,69,5834.702,1929.443,4000.0
4436,70,5834.702,2060.257,4000.0
4436,71,5834.702,2211.995,4000.0
4436,72,5834.702,2393.865,4900.0
4436,73,5834.702,2479.804,4000.0
4436,74,5834.702,2553.125,4000.0
4436,75,5834.702,2663.934,5800.0
4436,76,5834.702,2750.857,4000.0
4436,77,5834.702,2853.127,4200.0
4436,78,5834.702,2963.371,4000.0
4436,79,5834.702,3088.865,4000.0
4436,80,5834.702,3233.718,4000.0
4436,81,5834.702,3403.12,4000.0
4436,82,5834.702,3492.038,2900.0
4437,0,6450.424,5912.353,4000.0
4437,1,6450.424,6293.945,4000.0
4437,2,6450.424,6841.145,5700.0
4437,3,6450.424,7276.437,4000.0
4437,4,6450.424,7630.899,3200.0
4437,5,6450.424,8105.712,4000.0
4437,6,6450.424,8629.349,4000.0
4437,7,6450.424,9197.487,4000.0
4437,8,6450.424,9837.487,4000.0
4437,9,6450.424,10080.525,4100.0
4437,10,6222.34,3063.821,4000.0
4437,11,6222.34,3314.256,4000.0
4437,12,6222.34,3587.854,4000.0
4437,13,6222.34,3944.426,5200.0
4437,14,6222.34,4226.356,4000.0
4437,15,6222.34,4529.514,4000.0
4437,16,6222.34,4832.672,4000.0
4437,17,6222.34,5150.0,4000.0
4437,18,6222.34,5573.529,5000.0
4437,19,6222.34,5912.353,4000.0
4437,20,6222.34,6293.945,4000.0
4437,21,6222.34,6841.145,5700.0
4437,22,6222.34,7276.437,4000.0
4437,23,6222.34,7630.899,3200.0
4437,24,6222.34,8105.712,4000.0
4437,25,6222.34,8629.349,4000.0
4437,26,6222.34,9197.487,4000.0
4437,27,6222.34,9837.487,4000.0
4437,28,6222.34,10080.525,4100.0
4437,29,6450.424,466.403,1000.0
4437,30,6450.424,665.024,4000.0
4437,31,6450.424,863.645,4000.0
4437,32,6450.424,1062.265,4000.0
4437,33,6450.424,1272.773,4000.0
4437,34,6450.424,1416.773,2700.0
4437,35,6450.424,1635.44,4100.0
4437,36,6450.424,1956.325,5800.0
4437,37,6450.424,2250.085,5100.0
4437,38,6450.424,2562.951,5400.0
4437,39,6450.424,2813.386,4000.0
4437,40,6450.424,3063.821,4000.0
4437,41,6450.424,3314.256,4000.0
4437,42,6450.424,3587.854,4000.0
4437,43,6450.424,3944.426,5200.0
4437,44,6450.424,4226.356,4000.0
4437,45,6450.424,4529.514,4000.0
4437,46,6450.424,4832.672,4000.0
4437,47,6450.424,5150.0,4000.0
4437,48,6450.424,5573.529,5000.0
4437,49,6450.424,5912.353,4000.0
4437,50,6450.424,6293.945,4000.0
4437,51,6450.424,6841.145,5700.0
4437,52,6450.424,7276.437,4000.0
4437,53,6450.424,7630.899,3200.0
4437,54,6450.424,8105.712,4000.0
4437,55,6450.424,8629.349,4000.0
4437,56,6450.424,9197.487,4000.0
4437,57,6450.424,9837.487,4000.0
4437,58,6450.424,10080.525,4100.0
4437,59,6450.424,2060.257,4000.0
4437,60,6450.424,2213.952,4000.0
4437,61,6448.467,2393.865,4900.0
4437,62,6448.467,2479.804,4000.0
4437,63,6448.467,2553.125,4000.0
4437,64,6448.467,2663.934,5800.0
4437,65,6448.467,2750.857,4000.0
4437,66,6448.467,2853.127,4200.0
4437,67,6448.467,2963.371,4000.0
4437,68,6448.467,3088.865,4000.0
4437,69,6448.467,3233.718,4000.0
4437,70,6448.467,3403.12,4000.0
4437,71,6448.467,3492.038,2900.0
4437,72,6450.424,900.44,5200.0
4437,73,6450.424,1042.578,4000.0
4437,74,6450.424,1289.469,6500.0
4437,75,6450.424,1376.011,4000.0
4437,76,6450.424,1448.692,4000.0
4437,77,6450.424,1519.803,4000.0
4437,78,6450.424,1598.288,4000.0
4437,79,6450.424,1713.748,5200.0
4437,80,6450.424,1814.948,4000.0
4437,81,6450.424,1929.443,4000.0
4437,82,6450.424,2060.257,4000.0
4437,83,6450.424,2211.995,4000.0
4437,84,6450.424,2393.865,4900.0
4437,85,6450.424,2479.804,4000.0
4437,86,6450.424,2553.125,4000.0
4437,87,6450.424,2663.934,5800.0
4437,88,6450.424,2750.857,4000.0
4437,89,6450.424,2853.127,4200.0
4437,90,6450.424,2963.371,4000.0
4437,91,6450.424,3088.865,4000.0
4437,92,6450.424,3233.718,4000.0
4437,93,6450.424,3403.12,4000.0
4437,94,6450.424,3492.038,2900.0
4438,0,7730.298,236.421,2800.0
4438,1,7730.298,318.064,4000.0
4438,2,7730.298,391.996,4000.0
4438,3,7730.298,467.998,4000.0
4438,4,7730.298,552.12,4000.0
4438,5,7730.298,638.547,3700.0
4438,6,7730.298,743.058,4000.0
4438,7,7730.298,900.44,5200.0
4438,8,7730.298,1042.578,4000.0
4438,9,7730.298,1289.469,6500.0
4438,10,7730.298,1376.011,4000.0
4438,11,7730.298,1448.692,4000.0
4438,12,7730.298,1519.803,4000.0
4438,13,7730.298,1598.288,4000.0
4438,14,7730.298,1713.748,5200.0
4438,15,7730.298,1814.948,4000.0
4438,16,7730.298,1929.443,4000.0
4438,17,7730.298,2060.257,4000.0
4438,18,7730.298,2211.995,4000.0
4438,19,7730.298,2393.865,4900.0
4438,20,7730.298,2479.804,4000.0
4438,21,7730.298,2553.125,4000.0
4438,22,7730.298,2663.934,5800.0
4438,23,7730.298,2750.857,4000.0
4438,24,7730.298,2853.127,4200.0
4438,25,7730.298,2963.371,4000.0
4438,26,7730.298,3088.865,4000.0
4438,27,7730.298,3233.718,4000.0
4438,28,7730.298,3403.12,4000.0
4438,29,7730.298,3492.038,2900.0
4438,30,7730.298,8629.349,4000.0
4438,31,7730.298,9197.487,4000.0
4438,32,7730.298,9837.487,4000.0
4438,33,7730.298,10080.525,4100.0
4438,34,7502.214,4832.672,4000.0
4438,35,7502.214,5150.0,4000.0
4438,36,7502.214,5573.529,5000.0
4438,37,7502.214,5912.353,4000.0
4438,38,7502.214,6293.945,4000.0
4438,39,7502.214,6841.145,5700.0
4438,40,7502.214,7276.437,4000.0
4438,41,7502.214,7630.899,3200.0
4438,42,7502.214,8105.712,4000.0
4438,43,7502.214,8629.349,4000.0
4438,44,7502.214,9197.487,4000.0
4438,45,7502.214,9837.487,4000.0
4438,46,7502.214,10080.525,4100.0
4438,47,7730.298,1956.325,5800.0
4438,48,7730.298,2259.066,5100.0
4438,49,7721.317,2562.951,5400.0
4438,50,7721.317,2813.386,4000.0
4438,51,7721.317,3063.821,4000.0
4438,52,7721.317,3314.256,4000.0
4438,53,7721.317,3587.854,4000.0
4438,54,7721.317,3944.426,5200.0
4438,55,7721.317,4226.356,4000.0
4438,56,7721.317,4529.514,4000.0
4438,57,7721.317,4832.672,4000.0
4438,58,7721.317,5150.0,4000.0
4438,59,7721.317,5573.529,5000.0
4438,60,7721.317,5912.353,4000.0
4438,61,7721.317,6293.945,4000.0
4438,62,7721.317,6841.145,5700.0
4438,63,7721.317,7276.437,4000.0
4438,64,7721.317,7630.899,3200.0
4438,65,7721.317,8105.712,4000.0
4438,66,7721.317,8629.349,4000.0
4438,67,7721.317,9197.487,4000.0
4438,68,7721.317,9837.487,4000.0
4438,69,7721.317,10080.525,4100.0
4438,70,7730.298,665.024,4000.0
4438,71,7730.298,863.645,4000.0
4438,72,7730.298,1062.265,4000.0
4438,73,7730.298,1272.773,4000.0
4438,74,7730.298,1416.773,2700.0
4438,75,7730.298,1635.44,4100.0
4438,76,7730.298,1956.325,5800.0
4438,77,7730.298,2250.085,5100.0
4438,78,7730.298,2562.951,5400.0
4438,79,7730.298,2813.386,4000.0
4438,80,7730.298,3063.821,4000.0
4438,81,7730.298,3314.256,4000.0
4438,82,7730.298,3587.854,4000.0
4438,83,7730.298,3944.426,5200.0
4438,84,7730.298,4226.356,4000.0
4438,85,7730.298,4529.514,4000.0
4438,86,7730.298,4832.672,4000.0
4438,87,7730.298,5150.0,4000.0
4438,88,7730.298,5573.529,5000.0
4438,89,7730.298,5912.353,4000.0
4438,90,7730.298,6293.945,4000.0
4438,91,7730.298,6841.145,5700.0
4438,92,7730.298,7276.437,4000.0
4438,93,7730.298,7630.899,3200.0
4438,94,7730.298,8105.712,4000.0
4438,95,7730.298,8629.349,4000.0
4438,96,7730.298,9197.487,4000.0
4438,97,7730.298,9837.487,4000.0
4438,98,7730.298,10080.525,4100.0
4438,99,7728.341,3514.769,4000.0
4438,100,7616.692,3492.038,2900.0
4438,101,7451.395,2035.004,4000.0
4438,102,7345.834,2060.257,4000.0
4438,103,7345.834,2211.995,4000.0
4438,104,7345.834,2393.865,4900.0
4438,105,7345.834,2479.804,4000.0
4438,106,7345.834,2553.125,4000.0
4438,107,7345.834,2663.934,5800.0
4438,108,7345.834,2750.857,4000.0
4438,109,7345.834,2853.127,4200.0
4438,110,7345.834,2963.371,4000.0
4438,111,7345.834,3088.865,4000.0
4438,112,7345.834,3233.718,4000.0
4438,113,7345.834,3403.12,4000.0
4438,114,7345.834,3492.038,2900.0
4439,0,8346.02,900.44,5200.0
4439,1,8346.02,1042.578,4000.0
4439,2,8346.02,1289.469,6500.0
4439,3,8346.02,1376.011,4000.0
4439,4,8346.02,1448.692,4000.0
4439,5,8346.02,1519.803,4000.0
4439,6,8346.02,1598.288,4000.0
4439,7,8346.02,1713.748,5200.0
4439,8,8346.02,1814.948,4000.0
4439,9,8346.02,1929.443,4000.0
4439,10,8346.02,2060.257,4000.0
4439,11,8346.02,2211.995,4000.0
4439,12,8346.02,2393.865,4900.0
4439,13,8346.02,2479.804,4000.0
4439,14,8346.02,2553.125,4000.0
4439,15,8346.02,2663.934,5800.0
4439,16,8346.02,2750.857,4000.0
4439,17,8346.02,2853.127,4200.0
4439,18,8346.02,2963.371,4000.0
4439,19,8346.02,3088.865,4000.0
4439,20,8346.02,3233.718,4000.0
4439,21,8346.02,3403.12,4000.0
4439,22,8346.02,3492.038,2900.0
4439,23,8117.936,5912.353,4000.0
4439,24,8117.936,6293.945,4000.0
4439,25,8117.936,6841.145,5700.0
4439,26,8117.936,7276.437,4000.0
4439,27,8117.936,7630.899,3200.0
4439,28,8117.936,8105.712,4000.0
4439,29,8117.936,8629.349,4000.0
4439,30,8117.936,9197.487,4000.0
4439,31,8117.936,9837.487,4000.0
4439,32,8117.936,10080.525,4100.0
4439,33,8337.039,2813.386,4000.0
4439,34,8337.039,3063.821,4000.0
4439,35,8337.039,3314.256,4000.0
4439,36,8337.039,3587.854,4000.0
4439,37,8337.039,3944.426,5200.0
4439,38,8337.039,4226.356,4000.0
4439,39,8337.039,4529.514,4000.0
4439,40,8337.039,4832.672,4000.0
4439,41,8337.039,5150.0,4000.0
4439,42,8337.039,5573.529,5000.0
4439,43,8337.039,5912.353,4000.0
4439,44,8337.039,6293.945,4000.0
4439,45,8337.039,6841.145,5700.0
4439,46,8337.039,7276.437,4000.0
4439,47,8337.039,7630.899,3200.0
4439,48,8337.039,8105.712,4000.0
4439,49,8337.039,8629.349,4000.0
4439,50,8337.039,9197.487,4000.0
4439,51,8337.039,9837.487,4000.0
4439,52,8337.039,10080.525,4100.0
4439,53,8346.02,1272.773,4000.0
4439,54,8346.02,1416.773,2700.0
4439,55,8346.02,1635.44,4100.0
4439,56,8346.02,1956.325,5800.0
4439,57,8346.02,2250.085,5100.0
4439,58,8346.02,2562.951,5400.0
4439,59,8346.02,2813.386,4000.0
4439,60,8346.02,3063.821,4000.0
4439,61,8346.02,3314.256,4000.0
4439,62,8346.02,3587.854,4000.0
4439,63,8346.02,3944.426,5200.0
4439,64,8346.02,4226.356,4000.0
4439,65,8346.02,4529.514,4000.0
4439,66,8346.02,4832.672,4000.0
4439,67,8346.02,5150.0,4000.0
4439,68,8346.02,5573.529,5000.0
4439,69,8346.02,5912.353,4000.0
4439,70,8346.02,6293.945,4000.0
4439,71,8346.02,6841.145,5700.0
4439,72,8346.02,7276.437,4000.0
4439,73,8346.02,7630.899,3200.0
4439,74,8346.02,8105.712,4000.0
4439,75,8346.02,8629.349,4000.0
4439,76,8346.02,9197.487,4000.0
4439,77,8346.02,9837.487,4000.0
4439,78,8346.02,10080.525,4100.0
4439,79,7521.722,2393.865,4900.0
4439,80,7521.722,2479.804,4000.0
4439,81,7521.722,2553.125,4000.0
4439,82,7521.722,2663.934,5800.0
4439,83,7521.722,2750.857,4000.0
4439,84,7521.722,2853.127,4200.0
4439,85,7521.722,2963.371,4000.0
4439,86,7521.722,3088.865,4000.0
4439,87,7521.722,3233.718,4000.0
4439,88,7521.722,3403.12,4000.0
4439,89,7521.722,3492.038,2900.0
4440,0,9105.06,1716.591,4000.0
4440,1,8986.757,1713.748,5200.0
4440,2,8986.757,1814.948,4000.0
4440,3,8986.757,1929.443,4000.0
4440,4,8986.757,2060.257,4000.0
4440,5,8986.757,2211.995,4000.0
4440,6,8986.757,2393.865,4900.0
4440,7,8986.757,2479.804,4000.0
4440,8,8986.757,2553.125,4000.0
4440,9,8986.757,2663.934,5800.0
4440,10,8986.757,2750.857,4000.0
4440,11,8986.757,2853.127,4200.0
4440,12,8986.757,2963.371,4000.0
4440,13,8986.757,3088.865,4000.0
4440,14,8986.757,3233.718,4000.0
4440,15,8986.757,3403.12,4000.0
4440,16,8986.757,3492.038,2900.0
4440,17,9165.355,236.421,2800.0
4440,18,9165.355,318.064,4000.0
4440,19,9165.355,391.996,4000.0
4440,20,9165.355,467.998,4000.0
4440,21,9165.355,552.12,4000.0
4440,22,9165.355,638.547,3700.0
4440,23,9165.355,743.058,4000.0
4440,24,9165.355,900.44,5200.0
4440,25,9165.355,1042.578,4000.0
4440,26,9165.355,1289.469,6500.0
4440,27,9165.355,1376.011,4000.0
4440,28,9165.355,1448.692,4000.0
4440,29,9165.355,1519.803,4000.0
4440,30,9165.355,1598.288,4000.0
4440,31,9165.355,1713.748,5200.0
4440,32,9165.355,1814.948,4000.0
4440,33,9165.355,1929.443,4000.0
4440,34,9165.355,2060.257,4000.0
4440,35,9165.355,2211.995,4000.0
4440,36,9165.355,2393.865,4900.0
4440,37,9165.355,2479.804,4000.0
4440,38,9165.355,2553.125,4000.0
4440,39,9165.355,2663.934,5800.0
4440,40,9165.355,2750.857,4000.0
4440,41,9165.355,2853.127,4200.0
4440,42,9165.355,2963.371,4000.0
4440,43,9165.355,3088.865,4000.0
4440,44,9165.355,3233.718,4000.0
4440,45,9165.355,3403.12,4000.0
4440,46,9165.355,3492.038,2900.0
4440,47,8937.271,7630.899,3200.0
4440,48,8937.271,8105.712,4000.0
4440,49,8937.271,8629.349,4000.0
4440,50,8937.271,9197.487,4000.0
4440,51,8937.271,9837.487,4000.0
4440,52,8937.271,10080.525,4100.0
4440,53,9156.374,3944.426,5200.0
4440,54,9156.374,4226.356,4000.0
4440,55,9156.374,4529.514,4000.0
4440,56,9156.374,4832.672,4000.0
4440,57,9156.374,5150.0,4000.0
4440,58,9156.374,5573.529,5000.0
4440,59,9156.374,5912.353,4000.0
4440,60,9156.374,6293.945,4000.0
4440,61,9156.374,6841.145,5700.0
4440,62,9156.374,7276.437,4000.0
4440,63,9156.374,7630.899,3200.0
4440,64,9156.374,8105.712,4000.0
4440,65,9156.374,8629.349,4000.0
4440,66,9156.374,9197.487,4000.0
4440,67,9156.374,9837.487,4000.0
4440,68,9156.374,10080.525,4100.0
4440,69,9165.355,2459.491,5100.0
4440,70,8955.949,2562.951,5400.0
4440,71,8955.949,2813.386,4000.0
4440,72,8955.949,3063.821,4000.0
4440,73,8955.949,3314.256,4000.0
4440,74,8955.949,3587.854,4000.0
4440,75,8955.949,3944.426,5200.0
4440,76,8955.949,4226.356,4000.0
4440,77,8955.949,4529.514,4000.0
4440,78,8955.949,4832.672,4000.0
4440,79,8955.949,5150.0,4000.0
4440,80,8955.949,5573.529,5000.0
4440,81,8955.949,5912.353,4000.0
4440,82,8955.949,6293.945,4000.0
4440,83,8955.949,6841.145,5700.0
4440,84,8955.949,7276.437,4000.0
4440,85,8955.949,7630.899,3200.0
4440,86,8955.949,8105.712,4000.0
4440,87,8955.949,8629.349,4000.0
4440,88,8955.949,9197.487,4000.0
4440,89,8955.949,9837.487,4000.0
4440,90,8955.949,10080.525,4100.0
4440,91,9165.355,321.466,3600.0
4440,92,9165.355,417.466,2000.0
4440,93,9165.355,466.403,1000.0
4440,94,9165.355,665.024,4000.0
4440,95,9165.355,863.645,4000.0
4440,96,9165.355,1062.265,4000.0
4440,97,9165.355,1272.773,4000.0
4440,98,9165.355,1416.773,2700.0
4440,99,9165.355,1635.44,4100.0
4440,100,9165.355,1956.325,5800.0
4440,101,9165.355,2250.085,5100.0
4440,102,9165.355,2562.951,5400.0
4440,103,9165.355,2813.386,4000.0
4440,104,9165.355,3063.821,4000.0
4440,105,9165.355,3314.256,4000.0
4440,106,9165.355,3587.854,4000.0
4440,107,9165.355,3944.426,5200.0
4440,108,9165.355,4226.356,4000.0
4440,109,9165.355,4529.514,4000.0
4440,110,9165.355,4832.672,4000.0
4440,111,9165.355,5150.0,4000.0
4440,112,9165.355,5573.529,5000.0
4440,113,9165.355,5912.353,4000.0
4440,114,9165.355,6293.945,4000.0
4440,115,9165.355,6841.145,5700.0
4440,116,9165.355,7276.437,4000.0
4440,117,9165.355,7630.899,3200.0
4440,118,9165.355,8105.712,4000.0
4440,119,9165.355,8629.349,4000.0
4440,120,9165.355,9197.487,4000.0
4440,121,9165.355,9837.487,4000.0
4440,122,9165.355,10080.525,4100.0
4440,123,8341.057,3088.865,4000.0
4440,124,8341.057,3233.718,4000.0
4440,125,8341.057,3403.12,4000.0
4440,126,8341.057,3492.038,2900.0
4441,0,9091.467,2090.134,4000.0
4441,1,9061.59,2211.995,4000.0
4441,2,9061.59,2393.865,4900.0
4441,3,9061.59,2479.804,4000.0
4441,4,9061.59,2553.125,4000.0
4441,5,9061.59,2663.934,5800.0
4441,6,9061.59,2750.857,4000.0
4441,7,9061.59,2853.127,4200.0
4441,8,9061.59,2963.371,4000.0
4441,9,9061.59,3088.865,4000.0
4441,10,9061.59,3233.718,4000.0
4441,11,9061.59,3403.12,4000.0
4441,12,9061.59,3492.038,2900.0
4441,13,9781.077,900.44,5200.0
4441,14,9781.077,1042.578,4000.0
4441,15,9781.077,1289.469,6500.0
4441,16,9781.077,1376.011,4000.0
4441,17,9781.077,1448.692,4000.0
4441,18,9781.077,1519.803,4000.0
4441,19,9781.077,1598.288,4000.0
4441,20,9781.077,1713.748,5200.0
4441,21,9781.077,1814.948,4000.0
4441,22,9781.077,1929.443,4000.0
4441,23,9781.077,2060.257,4000.0
4441,24,9781.077,2211.995,4000.0
4441,25,9781.077,2393.865,4900.0
4441,26,9781.077,2479.804,4000.0
4441,27,9781.077,2553.125,4000.0
4441,28,9781.077,2663.934,5800.0
4441,29,9781.077,2750.857,4000.0
4441,30,9781.077,2853.127,4200.0
4441,31,9781.077,2963.371,4000.0
4441,32,9781.077,3088.865,4000.0
4441,33,9781.077,3233.718,4000.0
4441,34,9781.077,3403.12,4000.0
4441,35,9781.077,3492.038,2900.0
4441,36,9552.993,9837.487,4000.0
4441,37,9552.993,10080.525,4100.0
4441,38,9772.096,5150.0,4000.0
4441,39,9772.096,5573.529,5000.0
4441,40,9772.096,5912.353,4000.0
4441,41,9772.096,6293.945,4000.0
4441,42,9772.096,6841.145,5700.0
4441,43,9772.096,7276.437,4000.0
4441,44,9772.096,7630.899,3200.0
4441,45,9772.096,8105.712,4000.0
4441,46,9772.096,8629.349,4000.0
4441,47,9772.096,9197.487,4000.0
4441,48,9772.096,9837.487,4000.0
4441,49,9772.096,10080.525,4100.0
4441,50,9571.671,3063.821,4000.0
4441,51,9571.671,3314.256,4000.0
4441,52,9571.671,3587.854,4000.0
4441,53,9571.671,3944.426,5200.0
4441,54,9571.671,4226.356,4000.0
4441,55,9571.671,4529.514,4000.0
4441,56,9571.671,4832.672,4000.0
4441,57,9571.671,5150.0,4000.0
4441,58,9571.671,5573.529,5000.0
4441,59,9571.671,5912.353,4000.0
4441,60,9571.671,6293.945,4000.0
4441,61,9571.671,6841.145,5700.0
4441,62,9571.671,7276.437,4000.0
4441,63,9571.671,7630.899,3200.0
4441,64,9571.671,8105.712,4000.0
4441,65,9571.671,8629.349,4000.0
4441,66,9571.671,9197.487,4000.0
4441,67,9571.671,9837.487,4000.0
4441,68,9571.671,10080.525,4100.0
4441,69,9781.077,863.645,4000.0
4441,70,9781.077,1062.265,4000.0
4441,71,9781.077,1272.773,4000.0
4441,72,9781.077,1416.773,2700.0
4441,73,9781.077,1635.44,4100.0
4441,74,9781.077,1956.325,5800.0
4441,75,9781.077,2250.085,5100.0
4441,76,9781.077,2562.951,5400.0
4441,77,9781.077,2813.386,4000.0
4441,78,9781.077,3063.821,4000.0
4441,79,9781.077,3314.256,4000.0
4441,80,9781.077,3587.854,4000.0
4441,81,9781.077,3944.426,5200.0
4441,82,9781.077,4226.356,4000.0
4441,83,9781.077,4529.514,4000.0
4441,84,9781.077,4832.672,4000.0
4441,85,9781.077,5150.0,4000.0
4441,86,9781.077,5573.529,5000.0
4441,87,9781.077,5912.353,4000.0
4441,88,9781.077,6293.945,4000.0
4441,89,9781.077,6841.145,5700.0
4441,90,9781.077,7276.437,4000.0
4441,91,9781.077,7630.899,3200.0
4441,92,9781.077,8105.712,4000.0
4441,93,9781.077,8629.349,4000.0
4441,94,9781.077,9197.487,4000.0
4441,95,9781.077,9837.487,4000.0
4441,96,9781.077,10080.525,4100.0
4442,0,11104.304,2553.125,4000.0
4442,1,11104.304,2663.934,5800.0
4442,2,11104.304,2750.857,4000.0
4442,3,11104.304,2853.127,4200.0
4442,4,11104.304,2963.371,4000.0
4442,5,11104.304,3088.865,4000.0
4442,6,11104.304,3233.718,4000.0
4442,7,11104.304,3403.12,4000.0
4442,8,11104.304,3492.038,2900.0
4442,9,11921.552,900.44,5200.0
4442,10,11921.552,1042.578,4000.0
4442,11,11921.552,1289.469,6500.0
4442,12,11921.552,1376.011,4000.0
4442,13,11921.552,1448.692,4000.0
4442,14,11921.552,1519.803,4000.0
4442,15,11921.552,1598.288,4000.0
4442,16,11921.552,1713.748,5200.0
4442,17,11921.552,1814.948,4000.0
4442,18,11921.552,1929.443,4000.0
4442,19,11921.552,2060.257,4000.0
4442,20,11921.552,2211.995,4000.0
