Zug@Station@Kürzel der Station@Strecke@Fahrweg@Gleis@Durchrutschweg@Ankunftszeit@Abfahrtszeit@Abfahrtszeit Fix@Planhaltezeit@Mindesthaltezeit@Einfahrt auf Hp1 bei Planhalt@Technische Mindestfahrzeit@Regelfahrzeitzuschlag absolut@Mindestfahrzeit@Bauzuschlag@Zuschlag 2@Zuschlag 3@Regelfahrzeit@Fahrzeitüberschuss@Planfahrzeit@Fahrzeitstütze@Verknüpfungen, ankommende Züge@Verknüpfungen, wartende Züge@Haltetyp@Durchfahrgleis bei Ausfall des Betriebshaltes@Fahrweg bei Ausfall des Betriebshaltes@Fahrzeitüberschuss prozentual@Regelfahrzeitzuschlag prozentual@Haltezeitreserve@Fahrzeitreserve@Gesamtreserve@in der Simulation abbaubare Reserven@Zugkonfiguration@Zugkonfigurationsname@Zuglänge@Eingestellte Triebfahrzeugtypen@Ankunftverspätung@Abfahrtverspätung@Wunschankunftszeit@Wunschabfahrtszeit@Wunschgleis@Wunschfahrweg@Geschwindigkeit / Planfahrzeit@Geschwindigkeit / techn.Mindestfahrzeit@Geschwindigkeit an der Station@Mechanische Energie@Anzahl einsteigender Fahrgäste ohne Umsteiger@Anzahl aussteigender Fahrgäste ohne Umsteiger@Anzahl einsteigender Umsteiger@Anzahl aussteigender Umsteiger@Summe der Anzahl einsteigender Fahrgäste@Summe der Anzahl aussteigender Fahrgäste@Differenz Fahrgastzahlen@Anzahl ankommender Fahrgäste@Anzahl abfahrender Fahrgäste@Gattung@Besteller@Traktionist@Qualitätsstufe@LÜ-Klasse@KV-Kodifizierung@Wagenübergang@Lokübergang@Anschlussbeziehungen@Bemerkung@Von Bahnhof@Von Bahnhof Kürzel@Nach Bahnhof@Nach Bahnhof Kürzel@Startbahnhof@Startbahnhof Kürzel@Zielbahnhof@Zielbahnhof Kürzel@Vö. Verkehrstag@Vö. Ankunft@Ankunft drucken@Vö. Abfahrt@Abfahrt drucken
S 34134 Do@Seelze Pbf@HS@1705@HH(1705)-1-HWUN(1700)@A-1@1-1000@18:39:34@18:40:34@Ja@60@42@@@@@@@@@@@@@@Planhalt@@@@@18@@18@@ 4025/S@S 424_4_2@135@424_4_2@@@18:39:34@18:40:34@A-1@HH(1705)-1-HWUN(1700)@120@120@0@147,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34135 Do@Seelze Pbf@HS@1705@HWUN(1700)-3-HH(1705)@B-3@2-1000@18:17:35@18:18:35@Ja@60@42@@153@5@158@0@0@0@158@-14@144@Ja@@@Planhalt@@@-8,9@3,0@18@-9@9@0@ 4025/S@S 424_4_2@135@424_4_2@@@18:17:35@18:18:35@B-3@HWUN(1700)-3-HH(1705)@120@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34135 Do@Letter@HLT@1705@HS-HHZ@B-2@@18:20:59@18:21:41@Ja@42@30@@116@3@120@0@0@0@120@19@139@Ja@@@Planhalt@@@16,4@3,0@12@23@35@23@ 4025/S@S 424_4_2@135@424_4_2@@@18:20:59@18:21:41@B-2@HS-HHZ@80@120@0@51,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34135 Do@Han-Leinhausen@HLEI@1705@HS-HH@B-2@@18:24:00@18:24:42@Ja@42@30@@128@4@131@0@0@0@131@5@136@Ja@@@Planhalt@@@3,7@3,0@12@8@20@8@ 4025/S@S 424_4_2@135@424_4_2@@@18:24:00@18:24:42@B-2@HS-HH@102@120@0@79,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34135 Do@Han-Nordstadt@HHN@1705@HLEI(1705-2)-301-HH@B-301@@18:26:58@18:27:34@Ja@36@30@@10@0@10@0@0@0@10@1@11@Ja@@@Planhalt@@@8,1@3,0@6@1@7@1@ 4025/S@S 424_4_2@135@424_4_2@@@18:26:58@18:27:34@B-301@HLEI(1705-2)-301-HH@24@34@0@123,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34135 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@18:27:45@@@@@124@4@128@0@0@0@128@33@161@Ja@@@Kein Halt@@@26,3@3,0@@37@37@37@ 4025/S@S 424_4_2@135@424_4_2@@@18:27:45@18:27:45@G-1000@HHN(1705)-301F-HH(1705)@63@120@24@125,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34135 Do@Hannover Hbf@HH@1705@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@18:30:26@18:33:38@Ja@192@60@@@@@@@@@@@@@@Planhalt@@@@@132@@132@@ 4025/S@S 424_4_2@135@424_4_2@@@18:30:26@18:33:38@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@63@120@0@144,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34136 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@19:25:06@19:28:18@Ja@192@60@@102@3@105@0@0@0@105@11@116@Ja@@@Planhalt@@@10,3@3,0@132@14@146@14@ 4025/S@S 424_4_2@135@424_4_2@@@19:25:06@19:28:18@I-2@HHBI(1760)-2A/402-HHZ(1705)@81@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34136 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@19:30:14@@@@@27@1@28@0@0@0@28@2@30@Ja@@@Kein Halt@@@9,1@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@19:30:14@19:30:14@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34136 Do@Han-Nordstadt@HHN@1705@HH(1705-1)-302-HLEI@A-302@1-1000@19:30:44@19:31:14@@30@30@@128@4@132@0@0@0@132@36@168@Ja@@@Planhalt@@@28,3@3,0@@40@40@40@ 4025/S@S 424_4_2@135@424_4_2@@@19:30:44@19:31:14@A-302@HH(1705-1)-302-HLEI@69@120@0@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34136 Do@Han-Leinhausen@HLEI@1705@HH-HS@A-1@@19:34:02@19:34:32@@30@30@@137@4@141@0@0@0@141@-10@131@Ja@@@Planhalt@@@-7,2@3,0@@-6@-6@0@ 4025/S@S 424_4_2@135@424_4_2@@@19:34:02@19:34:32@A-1@HH-HS@120@120@0@49,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34136 Do@Letter@HLT@1705@HHZ-HS@A-1@@19:36:43@19:37:13@@30@30@@138@4@142@0@0@0@142@-1@141@Ja@@@Planhalt@@@-0,7@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@19:36:43@19:37:13@A-1@HHZ-HS@120@120@0@94,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34136 Do@Seelze Pbf@HS@1705@HH(1705)-1-HWUN(1700)@A-1@1-1000@19:39:34@19:40:34@Ja@60@42@@@@@@@@@@@@@@Planhalt@@@@@18@@18@@ 4025/S@S 424_4_2@135@424_4_2@@@19:39:34@19:40:34@A-1@HH(1705)-1-HWUN(1700)@120@120@0@147,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34137 Do@Seelze Pbf@HS@1705@HWUN(1700)-3-HH(1705)@B-3@2-1000@19:17:35@19:18:35@Ja@60@42@@153@5@158@0@0@0@158@-14@144@Ja@@@Planhalt@@@-8,9@3,0@18@-9@9@0@ 4025/S@S 424_4_2@135@424_4_2@@@19:17:35@19:18:35@B-3@HWUN(1700)-3-HH(1705)@120@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34137 Do@Letter@HLT@1705@HS-HHZ@B-2@@19:20:59@19:21:41@Ja@42@30@@116@3@120@0@0@0@120@19@139@Ja@@@Planhalt@@@16,4@3,0@12@23@35@23@ 4025/S@S 424_4_2@135@424_4_2@@@19:20:59@19:21:41@B-2@HS-HHZ@80@120@0@51,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34137 Do@Han-Leinhausen@HLEI@1705@HS-HH@B-2@@19:24:00@19:24:42@Ja@42@30@@128@4@131@0@0@0@131@5@136@Ja@@@Planhalt@@@3,7@3,0@12@8@20@8@ 4025/S@S 424_4_2@135@424_4_2@@@19:24:00@19:24:42@B-2@HS-HH@102@120@0@79,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34137 Do@Han-Nordstadt@HHN@1705@HLEI(1705-2)-301-HH@B-301@@19:26:58@19:27:34@Ja@36@30@@10@0@10@0@0@0@10@1@11@Ja@@@Planhalt@@@8,1@3,0@6@1@7@1@ 4025/S@S 424_4_2@135@424_4_2@@@19:26:58@19:27:34@B-301@HLEI(1705-2)-301-HH@24@34@0@123,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34137 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@19:27:45@@@@@124@4@128@0@0@0@128@33@161@Ja@@@Kein Halt@@@26,3@3,0@@37@37@37@ 4025/S@S 424_4_2@135@424_4_2@@@19:27:45@19:27:45@G-1000@HHN(1705)-301F-HH(1705)@63@120@24@125,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34137 Do@Hannover Hbf@HH@1705@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@19:30:26@19:33:38@Ja@192@60@@@@@@@@@@@@@@Planhalt@@@@@132@@132@@ 4025/S@S 424_4_2@135@424_4_2@@@19:30:26@19:33:38@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@63@120@0@144,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34138 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@20:25:06@20:28:18@Ja@192@60@@102@3@105@0@0@0@105@11@116@Ja@@@Planhalt@@@10,3@3,0@132@14@146@14@ 4025/S@S 424_4_2@135@424_4_2@@@20:25:06@20:28:18@I-2@HHBI(1760)-2A/402-HHZ(1705)@81@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34138 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@20:30:14@@@@@27@1@28@0@0@0@28@2@30@Ja@@@Kein Halt@@@9,1@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@20:30:14@20:30:14@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34138 Do@Han-Nordstadt@HHN@1705@HH(1705-1)-302-HLEI@A-302@1-1000@20:30:44@20:31:14@@30@30@@128@4@132@0@0@0@132@36@168@Ja@@@Planhalt@@@28,3@3,0@@40@40@40@ 4025/S@S 424_4_2@135@424_4_2@@@20:30:44@20:31:14@A-302@HH(1705-1)-302-HLEI@69@120@0@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34138 Do@Han-Leinhausen@HLEI@1705@HH-HS@A-1@@20:34:02@20:34:32@@30@30@@137@4@141@0@0@0@141@-10@131@Ja@@@Planhalt@@@-7,2@3,0@@-6@-6@0@ 4025/S@S 424_4_2@135@424_4_2@@@20:34:02@20:34:32@A-1@HH-HS@120@120@0@49,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34138 Do@Letter@HLT@1705@HHZ-HS@A-1@@20:36:43@20:37:13@@30@30@@138@4@142@0@0@0@142@-1@141@Ja@@@Planhalt@@@-0,7@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@20:36:43@20:37:13@A-1@HHZ-HS@120@120@0@94,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34138 Do@Seelze Pbf@HS@1705@HH(1705)-1-HWUN(1700)@A-1@1-1000@20:39:34@20:40:34@Ja@60@42@@@@@@@@@@@@@@Planhalt@@@@@18@@18@@ 4025/S@S 424_4_2@135@424_4_2@@@20:39:34@20:40:34@A-1@HH(1705)-1-HWUN(1700)@120@120@0@147,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34139 Do@Seelze Pbf@HS@1705@HWUN(1700)-3-HH(1705)@B-3@2-1000@20:17:35@20:18:35@Ja@60@42@@153@5@158@0@0@0@158@-14@144@Ja@@@Planhalt@@@-8,9@3,0@18@-9@9@0@ 4025/S@S 424_4_2@135@424_4_2@@@20:17:35@20:18:35@B-3@HWUN(1700)-3-HH(1705)@120@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34139 Do@Letter@HLT@1705@HS-HHZ@B-2@@20:20:59@20:21:41@Ja@42@30@@116@3@120@0@0@0@120@19@139@Ja@@@Planhalt@@@16,4@3,0@12@23@35@23@ 4025/S@S 424_4_2@135@424_4_2@@@20:20:59@20:21:41@B-2@HS-HHZ@80@120@0@51,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34139 Do@Han-Leinhausen@HLEI@1705@HS-HH@B-2@@20:24:00@20:24:42@Ja@42@30@@128@4@131@0@0@0@131@5@136@Ja@@@Planhalt@@@3,7@3,0@12@8@20@8@ 4025/S@S 424_4_2@135@424_4_2@@@20:24:00@20:24:42@B-2@HS-HH@102@120@0@79,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34139 Do@Han-Nordstadt@HHN@1705@HLEI(1705-2)-301-HH@B-301@@20:26:58@20:27:34@Ja@36@30@@10@0@10@0@0@0@10@1@11@Ja@@@Planhalt@@@8,1@3,0@6@1@7@1@ 4025/S@S 424_4_2@135@424_4_2@@@20:26:58@20:27:34@B-301@HLEI(1705-2)-301-HH@24@34@0@123,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34139 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@20:27:45@@@@@124@4@128@0@0@0@128@33@161@Ja@@@Kein Halt@@@26,3@3,0@@37@37@37@ 4025/S@S 424_4_2@135@424_4_2@@@20:27:45@20:27:45@G-1000@HHN(1705)-301F-HH(1705)@63@120@24@125,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34139 Do@Hannover Hbf@HH@1705@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@20:30:26@20:33:38@Ja@192@60@@@@@@@@@@@@@@Planhalt@@@@@132@@132@@ 4025/S@S 424_4_2@135@424_4_2@@@20:30:26@20:33:38@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@63@120@0@144,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34140 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@21:25:06@21:28:18@Ja@192@60@@102@3@105@0@0@0@105@11@116@Ja@@@Planhalt@@@10,3@3,0@132@14@146@14@ 4025/S@S 424_4_2@135@424_4_2@@@21:25:06@21:28:18@I-2@HHBI(1760)-2A/402-HHZ(1705)@81@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34140 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@21:30:14@@@@@27@1@28@0@0@0@28@2@30@Ja@@@Kein Halt@@@9,1@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@21:30:14@21:30:14@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34140 Do@Han-Nordstadt@HHN@1705@HH(1705-1)-302-HLEI@A-302@1-1000@21:30:44@21:31:14@@30@30@@128@4@132@0@0@0@132@36@168@Ja@@@Planhalt@@@28,3@3,0@@40@40@40@ 4025/S@S 424_4_2@135@424_4_2@@@21:30:44@21:31:14@A-302@HH(1705-1)-302-HLEI@69@120@0@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34140 Do@Han-Leinhausen@HLEI@1705@HH-HS@A-1@@21:34:02@21:34:32@@30@30@@137@4@141@0@0@0@141@-10@131@Ja@@@Planhalt@@@-7,2@3,0@@-6@-6@0@ 4025/S@S 424_4_2@135@424_4_2@@@21:34:02@21:34:32@A-1@HH-HS@120@120@0@49,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34140 Do@Letter@HLT@1705@HHZ-HS@A-1@@21:36:43@21:37:13@@30@30@@138@4@142@0@0@0@142@-1@141@Ja@@@Planhalt@@@-0,7@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@21:36:43@21:37:13@A-1@HHZ-HS@120@120@0@94,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34140 Do@Seelze Pbf@HS@1705@HH(1705)-1-HWUN(1700)@A-1@1-1000@21:39:34@21:40:34@Ja@60@42@@@@@@@@@@@@@@Planhalt@@@@@18@@18@@ 4025/S@S 424_4_2@135@424_4_2@@@21:39:34@21:40:34@A-1@HH(1705)-1-HWUN(1700)@120@120@0@147,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34141 Do@Seelze Pbf@HS@1705@HWUN(1700)-3-HH(1705)@B-3@2-1000@21:17:35@21:18:35@Ja@60@42@@153@5@158@0@0@0@158@-14@144@Ja@@@Planhalt@@@-8,9@3,0@18@-9@9@0@ 4025/S@S 424_4_2@135@424_4_2@@@21:17:35@21:18:35@B-3@HWUN(1700)-3-HH(1705)@120@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34141 Do@Letter@HLT@1705@HS-HHZ@B-2@@21:20:59@21:21:41@Ja@42@30@@116@3@120@0@0@0@120@19@139@Ja@@@Planhalt@@@16,4@3,0@12@23@35@23@ 4025/S@S 424_4_2@135@424_4_2@@@21:20:59@21:21:41@B-2@HS-HHZ@80@120@0@51,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34141 Do@Han-Leinhausen@HLEI@1705@HS-HH@B-2@@21:24:00@21:24:42@Ja@42@30@@128@4@131@0@0@0@131@5@136@Ja@@@Planhalt@@@3,7@3,0@12@8@20@8@ 4025/S@S 424_4_2@135@424_4_2@@@21:24:00@21:24:42@B-2@HS-HH@102@120@0@79,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34141 Do@Han-Nordstadt@HHN@1705@HLEI(1705-2)-301-HH@B-301@@21:26:58@21:27:34@Ja@36@30@@10@0@10@0@0@0@10@1@11@Ja@@@Planhalt@@@8,1@3,0@6@1@7@1@ 4025/S@S 424_4_2@135@424_4_2@@@21:26:58@21:27:34@B-301@HLEI(1705-2)-301-HH@24@34@0@123,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34141 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@21:27:45@@@@@124@4@128@0@0@0@128@33@161@Ja@@@Kein Halt@@@26,3@3,0@@37@37@37@ 4025/S@S 424_4_2@135@424_4_2@@@21:27:45@21:27:45@G-1000@HHN(1705)-301F-HH(1705)@63@120@24@125,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34141 Do@Hannover Hbf@HH@1705@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@21:30:26@21:33:38@Ja@192@60@@@@@@@@@@@@@@Planhalt@@@@@132@@132@@ 4025/S@S 424_4_2@135@424_4_2@@@21:30:26@21:33:38@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@63@120@0@144,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34142 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@22:25:06@22:28:18@Ja@192@60@@102@3@105@0@0@0@105@11@116@Ja@@@Planhalt@@@10,3@3,0@132@14@146@14@ 4025/S@S 424_4_2@135@424_4_2@@@22:25:06@22:28:18@I-2@HHBI(1760)-2A/402-HHZ(1705)@81@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34142 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@22:30:14@@@@@27@1@28@0@0@0@28@2@30@Ja@@@Kein Halt@@@9,1@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@22:30:14@22:30:14@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34142 Do@Han-Nordstadt@HHN@1705@HH(1705-1)-302-HLEI@A-302@1-1000@22:30:44@22:31:14@@30@30@@128@4@132@0@0@0@132@36@168@Ja@@@Planhalt@@@28,3@3,0@@40@40@40@ 4025/S@S 424_4_2@135@424_4_2@@@22:30:44@22:31:14@A-302@HH(1705-1)-302-HLEI@69@120@0@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34142 Do@Han-Leinhausen@HLEI@1705@HH-HS@A-1@@22:34:02@22:34:32@@30@30@@137@4@141@0@0@0@141@-10@131@Ja@@@Planhalt@@@-7,2@3,0@@-6@-6@0@ 4025/S@S 424_4_2@135@424_4_2@@@22:34:02@22:34:32@A-1@HH-HS@120@120@0@49,3@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34142 Do@Letter@HLT@1705@HHZ-HS@A-1@@22:36:43@22:37:13@@30@30@@138@4@142@0@0@0@142@-1@141@Ja@@@Planhalt@@@-0,7@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@22:36:43@22:37:13@A-1@HHZ-HS@120@120@0@94,5@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34142 Do@Seelze Pbf@HS@1705@HH(1705)-1-HWUN(1700)@A-1@1-1000@22:39:34@22:40:34@Ja@60@42@@@@@@@@@@@@@@Planhalt@@@@@18@@18@@ 4025/S@S 424_4_2@135@424_4_2@@@22:39:34@22:40:34@A-1@HH(1705)-1-HWUN(1700)@120@120@0@147,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34143 Do@Seelze Pbf@HS@1705@HWUN(1700)-3-HH(1705)@B-3@2-1000@22:17:35@22:18:35@Ja@60@42@@153@5@158@0@0@0@158@-14@144@Ja@@@Planhalt@@@-8,9@3,0@18@-9@9@0@ 4025/S@S 424_4_2@135@424_4_2@@@22:17:35@22:18:35@B-3@HWUN(1700)-3-HH(1705)@120@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34143 Do@Letter@HLT@1705@HS-HHZ@B-2@@22:20:59@22:21:41@Ja@42@30@@116@3@120@0@0@0@120@19@139@Ja@@@Planhalt@@@16,4@3,0@12@23@35@23@ 4025/S@S 424_4_2@135@424_4_2@@@22:20:59@22:21:41@B-2@HS-HHZ@80@120@0@51,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34143 Do@Han-Leinhausen@HLEI@1705@HS-HH@B-2@@22:24:00@22:24:42@Ja@42@30@@128@4@131@0@0@0@131@5@136@Ja@@@Planhalt@@@3,7@3,0@12@8@20@8@ 4025/S@S 424_4_2@135@424_4_2@@@22:24:00@22:24:42@B-2@HS-HH@102@120@0@79,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34143 Do@Han-Nordstadt@HHN@1705@HLEI(1705-2)-301-HH@B-301@@22:26:58@22:27:34@Ja@36@30@@10@0@10@0@0@0@10@1@11@Ja@@@Planhalt@@@8,1@3,0@6@1@7@1@ 4025/S@S 424_4_2@135@424_4_2@@@22:26:58@22:27:34@B-301@HLEI(1705-2)-301-HH@24@34@0@123,2@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34143 Do@Han-Hainholz@HHZ@1705@HHN(1705)-301F-HH(1705)@G-1000@@@22:27:45@@@@@124@4@128@0@0@0@128@33@161@Ja@@@Kein Halt@@@26,3@3,0@@37@37@37@ 4025/S@S 424_4_2@135@424_4_2@@@22:27:45@22:27:45@G-1000@HHN(1705)-301F-HH(1705)@63@120@24@125,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34143 Do@Hannover Hbf@HH@1705@HHZ(1705)-401/1A-HHBI(1760) 2@A-1@2-1000@22:30:26@22:33:38@Ja@192@60@@@@@@@@@@@@@@Planhalt@@@@@132@@132@@ 4025/S@S 424_4_2@135@424_4_2@@@22:30:26@22:33:38@A-1@HHZ(1705)-401/1A-HHBI(1760) 2@63@120@0@144,6@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja

S 34144 Do@Hannover Hbf@HH@1705@HHBI(1760)-2A/402-HHZ(1705)@I-2@1-1000@23:25:06@23:28:18@Ja@192@60@@102@3@105@0@0@0@105@11@116@Ja@@@Planhalt@@@10,3@3,0@132@14@146@14@ 4025/S@S 424_4_2@135@424_4_2@@@23:25:06@23:28:18@I-2@HHBI(1760)-2A/402-HHZ(1705)@81@120@0@0,0@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
S 34144 Do@Han-Hainholz@HHZ@1705@HH(1705)-302F-HHN(1705)@G-1001@@@23:30:14@@@@@27@1@28@0@0@0@28@2@30@Ja@@@Kein Halt@@@9,1@3,0@@3@3@3@ 4025/S@S 424_4_2@135@424_4_2@@@23:30:14@23:30:14@G-1001@HH(1705)-302F-HHN(1705)@67@67@67@23,1@0@0@0@0@0@0@0@0@0@S 47.1@@@@@@@@@@@@@@@@@@@@Ja@@Ja
